fips,state,state_abbrev,fy,TotalStateSupport,TotalFinancialAid,GeneralPublicOperations,NetTuitionandFeeRevenue,NetFTEEnrollment
23,Maine,ME,2021,329638334,21822445,261054959,247349171,32864
23,Maine,ME,2022,342782980,24512241,271381940,247408878,32111
23,Maine,ME,2023,390424176,46049148,290990238,223074959,32293
23,Maine,ME,2024,405841578,49879365,310013508,238822011,33806
24,Maryland,MD,2001,1293800966,61415256,1208555655,742194906,175085
24,Maryland,MD,2002,1313666516,70256722,1222470411,773791846,174136
24,Maryland,MD,2003,1216838045,76403658,1118970885,839240220,168261
24,Maryland,MD,2004,1149052302,73871704,1076034941,954574104,165502
24,Maryland,MD,2005,1185321898,72526892,1115333910,1123872138,196626
24,Maryland,MD,2006,1272254989,104183630,1152551384,1188600427,192614
24,Maryland,MD,2007,1450214753,105694398,1388980718,1226801471,197966
24,Maryland,MD,2008,1555048366,108766059,1480948654,1279657112,207255
24,Maryland,MD,2009,1613101952,97301230,1562450262,1440862150,231079
24,Maryland,MD,2010,1600560142,97453900,1581804128,1534937474,231189
24,Maryland,MD,2011,1596186225,91674365,1539246289,1648105024,238742
24,Maryland,MD,2012,1606876744,90845982,1544854995,1744255919,242955
24,Maryland,MD,2013,1617306184,88199926,1544613877,1774080144,238814
24,Maryland,MD,2014,1721006820,106398584,1637731836,1743565901,232935
24,Maryland,MD,2015,1791980404,98408365,1730022970,1804061079,233208
24,Maryland,MD,2016,1868491878,101089172,1818665548,1863056376,234124
24,Maryland,MD,2017,1963481407,105008282,1917350159,1907029797,232963
24,Maryland,MD,2018,1985283870,108080338,1955316899,1970421164,231761
24,Maryland,MD,2019,2068804092,111334838,2045257568,2007400854,229243
24,Maryland,MD,2020,2230388717,107865704,2178566526,2011315407,221418
24,Maryland,MD,2021,2275833255,100658025,2195101986,1980532496,217333
24,Maryland,MD,2022,2368388554,111816200,2310294735,2036902126,216383
24,Maryland,MD,2023,2923309508,125096646,2779131965,2051415417,215482
24,Maryland,MD,2024,3297657495,144076452,3091809289,2120090033,221493
25,Massachusetts,MA,2001,1131804500,78841052,1011615142,436900000,128404
25,Massachusetts,MA,2002,1069051324,100793976,928529010,459973000,133875
25,Massachusetts,MA,2003,1031934445,116037978,879815804,530224790,137045
25,Massachusetts,MA,2004,914864013,82536021,802212537,641820773,137279
25,Massachusetts,MA,2005,1037527876,81403626,922850250,694158259,137677
25,Massachusetts,MA,2006,1147151288,81566771,1028400071,733106890,139874
25,Massachusetts,MA,2007,1256792868,88049787,1128493024,786638582,143565
25,Massachusetts,MA,2008,1347344567,92732814,1213755954,853664658,148288
25,Massachusetts,MA,2009,1242600543,99288934,1052660163,913441670,155387
25,Massachusetts,MA,2010,1208725729,93904262,853506758,988836678,165244
25,Massachusetts,MA,2011,1214703917,97865172,1005925567,1066386188,168671
25,Massachusetts,MA,2012,1208206572,97725187,1057970742,947539477,170221
25,Massachusetts,MA,2013,1255182474,98947914,1111848560,1004739170,171974
25,Massachusetts,MA,2014,1342072529,95469593,1197982936,1021560487,172573
25,Massachusetts,MA,2015,1462827301,95321870,1319440097,1029492225,170703
25,Massachusetts,MA,2016,1493700338,96275495,1347377759,1071976171,169189
25,Massachusetts,MA,2017,1544319564,99321583,1387777981,1112534584,165736
25,Massachusetts,MA,2018,1618897918,100038332,1459299586,1198792335,163673
25,Massachusetts,MA,2019,1664231299,107149239,1493623060,1077525136,160327
25,Massachusetts,MA,2020,1740971323,109098138,1568977185,1104231854,157447
25,Massachusetts,MA,2021,1834628351,125443104,1626883871,1016592668,145913
25,Massachusetts,MA,2022,1897268408,148523211,1682075840,949563018,142397
25,Massachusetts,MA,2023,2186641057,185929911,1925873226,1252081297,131258
25,Massachusetts,MA,2024,2546803171,319429911,2153439260,1147394297,137084
26,Michigan,MI,2001,2231600000,226000000,2143600000,1378780121,333584
26,Michigan,MI,2002,2273500000,238900000,2244400000,1522258375,350261
26,Michigan,MI,2003,2151247000,187720556,2203089013,1786876069,352290
26,Michigan,MI,2004,1984292700,189712388,2077265212,1993823713,368600
26,Michigan,MI,2005,1947744600,182166400,2077707700,2111406239,371950
26,Michigan,MI,2006,2012271300,246362400,2104030650,2296826143,378034
26,Michigan,MI,2007,2035388000,242312400,2158256493,2508594625,384455
26,Michigan,MI,2008,2033709000,231211800,2197822193,2825521594,395019
26,Michigan,MI,2009,2046065700,212512400,2230422182,3078930151,409270
26,Michigan,MI,2010,1905703800,78573300,2185565006,3447641248,434490
26,Michigan,MI,2011,1869659000,88626400,2141928126,3650716526,435592
26,Michigan,MI,2012,1549732500,984000,1892325017,3906499069,423785
26,Michigan,MI,2013,1608824500,967852,1971482581,4050169580,411770
26,Michigan,MI,2014,1669524700,4334255,2048252244,4123800091,400859
26,Michigan,MI,2015,1784194800,8467800,2160772425,4260438701,390047
26,Michigan,MI,2016,1825523600,8470800,2203469854,4333198387,380128
26,Michigan,MI,2017,1877039600,9456800,2249319510,4463566427,378402
26,Michigan,MI,2018,1917024500,16056800,2279443781,4589404908,372155
26,Michigan,MI,2019,1954421700,15756800,2335508143,4621203820,366318
26,Michigan,MI,2020,1972087600,11256800,2184025949,4724835519,357224
26,Michigan,MI,2021,2147566600,73256800,2484583158,4558983613,343478
26,Michigan,MI,2022,2490641800,99256800,2840114996,4540409476,332067
26,Michigan,MI,2023,2492867331,74256832,2740560994,4622367421,325185
26,Michigan,MI,2024,2791042000,191908108,3100939801,4810910000,332245
27,Minnesota,MN,2001,1315100000,132142774,1002295226,453718000,167238
27,Minnesota,MN,2002,1397800000,140708737,1067016263,501369000,171287
27,Minnesota,MN,2003,1323393000,134601000,992263000,640824000,185452
27,Minnesota,MN,2004,1286064000,119214000,993968000,756096000,189848
27,Minnesota,MN,2005,1273328000,125440000,975641000,843952000,190087
27,Minnesota,MN,2006,1365500000,124950000,1046139000,882721000,189009
27,Minnesota,MN,2007,1400500000,156954000,1052175000,942968000,191456
27,Minnesota,MN,2008,1560644000,149866000,1212257000,1013766000,196014
27,Minnesota,MN,2009,1556962532,153767000,1166455532,1074658000,200732
27,Minnesota,MN,2010,1566839000,187746000,1056914577,1455113575,215009
27,Minnesota,MN,2011,1384573000,121986269,1071460274,1573515354,214342
27,Minnesota,MN,2012,1285041000,144547390,960207820,1677759468,214653
27,Minnesota,MN,2013,1285247000,163787905,927647744,1661712699,210332
27,Minnesota,MN,2014,1394503000,175360363,1023181573,1641731821,203523
27,Minnesota,MN,2015,1445822000,180664140,1066607872,1609061220,198328
27,Minnesota,MN,2016,1532825000,173493068,1166986062,1633436187,193197
27,Minnesota,MN,2017,1543313000,185615491,1166786183,1638274845,189951
27,Minnesota,MN,2018,1653249000,194019217,1257109421,1665500120,187705
27,Minnesota,MN,2019,1631620890,209126304,1216072620,1659365495,184367
27,Minnesota,MN,2020,1794697184,207937000,1285877874,1689341225,180442
27,Minnesota,MN,2021,2223068982,200962705,1296576536,1640557998,171312
27,Minnesota,MN,2022,1784707167,201886167,1341940080,1610956534,162546
27,Minnesota,MN,2023,1762275777,214388777,1340386984,1615322490,159023
27,Minnesota,MN,2024,2059151648,243636648,1599993280,1635815432,161710
28,Mississippi,MS,2001,791445655,34750111,553528809,228079693,102490
28,Mississippi,MS,2002,733301000,31114645,527445182,283467609,107110
28,Mississippi,MS,2003,735733000,29369397,536569612,322226725,111650
28,Mississippi,MS,2004,766999520,32478438,548489045,322651477,115613
28,Mississippi,MS,2005,761417563,30895807,554868798,364623757,118060
28,Mississippi,MS,2006,772365105,31769261,568620985,367148710,117731
28,Mississippi,MS,2007,879465904,30683563,632017971,387252963,115739
28,Mississippi,MS,2008,1045937317,31200581,740456988,449511043,117673
28,Mississippi,MS,2009,978760459,28343212,693328998,487292732,121046
28,Mississippi,MS,2010,1069923179,26859675,710839906,526819298,132222
28,Mississippi,MS,2011,1019593795,27242480,645891470,587935927,138999
28,Mississippi,MS,2012,954183795,29320285,669130452,637517566,138031
28,Mississippi,MS,2013,924952654,31366391,673683978,651695512,132259
28,Mississippi,MS,2014,973846876,35738847,696675663,686946035,134694
28,Mississippi,MS,2015,1009235634,40551433,727755699,710330675,133910
28,Mississippi,MS,2016,1045771892,43440109,748469907,745579757,132692
28,Mississippi,MS,2017,1020276906,38957402,742031204,784895485,134538
28,Mississippi,MS,2018,906049298,37855055,662972216,818640593,133630
28,Mississippi,MS,2019,910906619,42189919,662706342,843449748,132999
28,Mississippi,MS,2020,962856242,45513697,691979188,846590104,130891
28,Mississippi,MS,2021,1084650288,45224182,658550976,840738661,125260
28,Mississippi,MS,2022,991924915,45677780,716031604,857939639,122586
28,Mississippi,MS,2023,1148448687,49445495,849984662,864306920,120495
28,Mississippi,MS,2024,1178499775,51659889,880315637,928356836,121925
29,Missouri,MO,2001,1007745089,44220037,1028007781,399148848,156588
29,Missouri,MO,2002,877690838,44783968,902595899,415882706,163408
29,Missouri,MO,2003,890581375,41694744,921090484,510849878,166014
29,Missouri,MO,2004,905182688,41171348,945558529,573031972,167742
29,Missouri,MO,2005,925045604,40333886,970844228,684138450,158958
29,Missouri,MO,2006,926756453,41674597,975442886,693098974,160918
29,Missouri,MO,2007,978771911,41309942,1035870115,696067772,163354
29,Missouri,MO,2008,1021705137,89649092,1033946708,744495198,164160
29,Missouri,MO,2009,1108459017,108737688,1107502629,821042651,177751
29,Missouri,MO,2010,1085179342,98163964,996474367,774460266,191608
29,Missouri,MO,2011,1000997715,90827502,986173779,936931726,197890
29,Missouri,MO,2012,933329405,96994875,965008691,1009363292,196360
29,Missouri,MO,2013,931239665,104262158,954567351,1032026271,196659
29,Missouri,MO,2014,954236519,107401820,968491851,1093890282,196831
29,Missouri,MO,2015,1031361067,111332995,1046819726,1101696194,186936
29,Missouri,MO,2016,1035360643,119939826,1048275785,1093528556,192781
29,Missouri,MO,2017,1011797327,129613525,1008893801,1010249623,195255
29,Missouri,MO,2018,988536584,121744656,1005751787,1035531639,186862
29,Missouri,MO,2019,998983910,126075383,1018916034,1099357756,182499
29,Missouri,MO,2020,1062255277,128211044,1091284783,1033148951,163408
29,Missouri,MO,2021,1186702299,131227244,1077766139,1005388233,156493
29,Missouri,MO,2022,1118396833,151172212,1162948602,931383201,136953
29,Missouri,MO,2023,1232756172,171564003,1021015373,1062373716,143401
29,Missouri,MO,2024,1296467325,171564002,1116896513,1145664645,144901
30,Montana,MT,2001,141721881,3012064,126882874,97784630,33660
30,Montana,MT,2002,149837689,3373044,133111238,106225480,34333
30,Montana,MT,2003,146034002,3271848,126947574,128285421,34975
30,Montana,MT,2004,150576424,3370912,131257839,135238192,35785
30,Montana,MT,2005,152582000,3390426,132217939,147629550,35259
30,Montana,MT,2006,172767000,3899639,150460030,159219887,35429
30,Montana,MT,2007,171368691,4576735,147078200,170343696,35293
30,Montana,MT,2008,196547880,4896764,170737493,172667630,35556
30,Montana,MT,2009,207471410,6289391,178766352,181819569,36388
30,Montana,MT,2010,209496709,5955446,145085464,196219494,38909
30,Montana,MT,2011,209541869,3689478,149981707,211982718,40961
30,Montana,MT,2012,202105316,3778367,178716139,220141468,40847
30,Montana,MT,2013,202187817,4695833,177455837,227989504,40169
30,Montana,MT,2014,227006121,6056778,194917968,236322324,39484
30,Montana,MT,2015,239403026,6672006,206186906,239845853,38732
30,Montana,MT,2016,259866199,2579041,213598375,242275356,37952
30,Montana,MT,2017,249254902,2319020,217208040,252541020,38078
30,Montana,MT,2018,241493606,1551748,211146797,257907328,37374
30,Montana,MT,2019,244579818,1554103,214244029,261205134,36375
30,Montana,MT,2020,259606602,2382879,226973601,254632205,35252
30,Montana,MT,2021,304438253,2671274,232778911,247746023,33459
30,Montana,MT,2022,268781713,1552938,235896585,258426458,33685
30,Montana,MT,2023,285811303,1552940,251073216,275599991,33811
30,Montana,MT,2024,303182725,1590193,263198815,294200195,34503
31,Nebraska,NE,2001,489500000,2095365,343304635,168647918,65725
31,Nebraska,NE,2002,512800000,2651768,385548232,185186718,67683
31,Nebraska,NE,2003,533314436,8604293,398670092,199578431,68672
31,Nebraska,NE,2004,509188758,9395143,383520496,234913412,71310
31,Nebraska,NE,2005,519741659,10950477,418396973,233148317,71932
31,Nebraska,NE,2006,564842378,10394624,499722048,258668074,72622
31,Nebraska,NE,2007,604025649,10501973,537254832,243112008,73940
31,Nebraska,NE,2008,635032800,10806006,541407231,284690255,75451
31,Nebraska,NE,2009,651703765,11191925,590837357,307693162,77825
31,Nebraska,NE,2010,641402181,12131838,597561109,288899846,83206
31,Nebraska,NE,2011,653935362,14746723,608492390,385278034,84384
31,Nebraska,NE,2012,653999223,16537111,567078101,412657611,83861
31,Nebraska,NE,2013,662501367,16457362,592444622,425530627,81270
31,Nebraska,NE,2014,691113035,17617613,618537791,441823036,79662
31,Nebraska,NE,2015,720128058,17707864,658724888,440135123,78469
31,Nebraska,NE,2016,747592380,17603156,692033580,453256010,76442
31,Nebraska,NE,2017,753553849,19357149,698087813,467161333,76899
31,Nebraska,NE,2018,747195808,21364079,695076626,486645393,76792
31,Nebraska,NE,2019,763888339,21715517,708335374,493015472,75940
31,Nebraska,NE,2020,786130359,22847169,736021937,498472096,73833
31,Nebraska,NE,2021,825891607,24615788,764777849,499473676,72564
31,Nebraska,NE,2022,855900118,29472994,801552853,476377651,71335
31,Nebraska,NE,2023,907647928,33517410,826841019,471995153,71228
31,Nebraska,NE,2024,906602431,37271529,879370300,481179941,72625
32,Nevada,NV,2001,347634743,31044884,285107338,91020299,48107
32,Nevada,NV,2002,387290920,40124739,311294069,99826403,49953
32,Nevada,NV,2003,401635761,44783198,320402489,111376653,54037
32,Nevada,NV,2004,537672786,57825088,431425976,119748910,57219
32,Nevada,NV,2005,575772352,73748469,453241527,133367358,59746
32,Nevada,NV,2006,631235737,75694575,495204161,141580520,60948
32,Nevada,NV,2007,652691156,58915437,526719406,144828351,61323
32,Nevada,NV,2008,674142907,54110326,550520781,160289079,63324
32,Nevada,NV,2009,688730299,65503030,553616424,178663389,65665
32,Nevada,NV,2010,645494029,64230120,331693015,193177180,68799
32,Nevada,NV,2011,614888041,64719437,489764038,215092101,69169
32,Nevada,NV,2012,537942550,64794224,415728288,233758774,65238
32,Nevada,NV,2013,541341406,68973389,420908477,242573993,65917
32,Nevada,NV,2014,560234286,74593695,430154390,252737535,64497
32,Nevada,NV,2015,563476687,76183133,431695239,268113800,73583
32,Nevada,NV,2016,624301334,85692119,470470653,285118748,74451
32,Nevada,NV,2017,658623991,87665771,486931992,299896975,74913
32,Nevada,NV,2018,718283374,96262369,535433424,307243293,76109
32,Nevada,NV,2019,743977813,102984691,544809618,206541269,76424
32,Nevada,NV,2020,802465835,105506147,568543139,214771056,78164
32,Nevada,NV,2021,655319073,104801889,464676219,225260204,75873
32,Nevada,NV,2022,773584105,104828235,539455817,236379035,74078
32,Nevada,NV,2023,806057507,118389028,545713831,228263807,73956
32,Nevada,NV,2024,967695842,118389028,721423424,228884090,68891
33,New Hampshire,NH,2001,107600000,1487815,101812186,193500000,26506
33,New Hampshire,NH,2002,103347000,2760953,88220048,205200000,27455
33,New Hampshire,NH,2003,106872000,2704797,91779203,165504463,28068
33,New Hampshire,NH,2004,112446000,2990218,97165782,157692990,30495
33,New Hampshire,NH,2005,115367000,2702800,100039200,201244770,30885
33,New Hampshire,NH,2006,117172000,3184435,101048565,216296796,31720
33,New Hampshire,NH,2007,123966000,2730668,106923332,257155680,32092
33,New Hampshire,NH,2008,133093000,2679812,115529188,280081775,32982
33,New Hampshire,NH,2009,138531000,3431238,119636762,296252850,34311
33,New Hampshire,NH,2010,144610959,4061124,119470037,328746132,39171
33,New Hampshire,NH,2011,137555490,3834246,118340173,356995679,39036
33,New Hampshire,NH,2012,82697778,0,71728980,389877552,39099
33,New Hampshire,NH,2013,85622352,0,73983294,416200931,39224
33,New Hampshire,NH,2014,109000000,0,97360942,406697961,36988
33,New Hampshire,NH,2015,165579413,269413,154341262,423382995,38398
33,New Hampshire,NH,2016,126592025,2670954,111581241,414143401,38414
33,New Hampshire,NH,2017,127683445,2483386,112135336,417914977,38156
33,New Hampshire,NH,2018,131628243,3692566,114624169,418546343,37643
33,New Hampshire,NH,2019,133314642,4771444,115017294,413647893,36353
33,New Hampshire,NH,2020,153405176,4962172,129667519,399656890,34695
33,New Hampshire,NH,2021,190136283,5614000,130346945,375677684,32348
33,New Hampshire,NH,2022,156845946,7224337,130889940,361884208,30874
33,New Hampshire,NH,2023,157839785,9472830,130879136,353352626,30009
33,New Hampshire,NH,2024,178929226,9769244,153315129,348609143,29891
34,New Jersey,NJ,2001,1697183546,174027546,1257709101,862253135,178671
34,New Jersey,NJ,2002,1796251497,183270497,1325538542,920064316,188839
34,New Jersey,NJ,2003,1580361358,188388358,1316395207,1054145792,194846
34,New Jersey,NJ,2004,1669059770,204589770,1417930000,1169861987,201756
34,New Jersey,NJ,2005,2072768234,223667234,1773831000,1260429527,226969
34,New Jersey,NJ,2006,2148270422,234836422,1810804000,1360753850,228080
34,New Jersey,NJ,2007,2100392895,250555895,1779756000,1460040782,229968
34,New Jersey,NJ,2008,2266628700,265803700,1930307000,1600960729,238040
34,New Jersey,NJ,2009,2205750341,291069341,1878205000,1819714745,246215
34,New Jersey,NJ,2010,2430115196,333240196,1942161000,1959451758,268066
34,New Jersey,NJ,2011,2144376894,329621894,1833895000,2169429461,277147
34,New Jersey,NJ,2012,2058909152,326909152,1714788000,2277082291,278868
34,New Jersey,NJ,2013,2160518000,355112000,1788266000,2321303085,276052
34,New Jersey,NJ,2014,2279587095,369887095,1856637586,2540110583,274341
34,New Jersey,NJ,2015,2293539127,394063127,1839205000,2722541708,270053
34,New Jersey,NJ,2016,2319113574,412788574,1836330000,2753478506,268296
34,New Jersey,NJ,2017,2287839927,431318927,1789567000,2836867677,268944
34,New Jersey,NJ,2018,2279025000,444708000,1763117000,2783573241,267251
34,New Jersey,NJ,2019,2273200000,476700000,1718148000,2159171680,265086
34,New Jersey,NJ,2020,2655677711,505240000,1770902000,2143859078,264467
34,New Jersey,NJ,2021,2183165743,481736000,1564485000,2115923929,254877
34,New Jersey,NJ,2022,2638840000,524736000,2049603000,2142369987,241106
34,New Jersey,NJ,2023,2853751000,547056000,2227634000,2106093948,242280
34,New Jersey,NJ,2024,3092505000,661306000,2388683000,1957674602,248055
35,New Mexico,NM,2001,473132550,37131203,394167147,61426001,66847
35,New Mexico,NM,2002,514547400,41604374,435336126,66103410,68579
35,New Mexico,NM,2003,641703164,44982295,562322369,67043420,75847
35,New Mexico,NM,2004,722607896,46020735,604873261,76215579,79634
35,New Mexico,NM,2005,754737083,53427733,606771550,98813286,79219
35,New Mexico,NM,2006,831638173,57821234,679430439,130669321,79645
35,New Mexico,NM,2007,981229395,67483982,672060213,78273295,83224
35,New Mexico,NM,2008,1055392463,67329507,751675566,130164857,85203
35,New Mexico,NM,2009,996108619,72835928,679356305,149026586,89450
35,New Mexico,NM,2010,943315026,76411569,654928841,156222725,98709
35,New Mexico,NM,2011,901404054,83674376,647387478,196105493,92078
35,New Mexico,NM,2012,864647736,84457413,702846588,223828815,97719
35,New Mexico,NM,2013,898940515,90748458,730246724,231623807,101239
35,New Mexico,NM,2014,926967526,94985665,748631665,242388418,98630
35,New Mexico,NM,2015,965703142,89259563,864669452,247011156,96110
35,New Mexico,NM,2016,972681022,87296293,875768104,218369634,93379
35,New Mexico,NM,2017,918359390,88640343,831986680,225272356,89020
35,New Mexico,NM,2018,875691659,65580040,825598906,295019930,80902
35,New Mexico,NM,2019,922458558,81906259,868166349,216692915,77040
35,New Mexico,NM,2020,1156831549,81925890,926020498,282933417,70090
35,New Mexico,NM,2021,968849542,85917532,922492190,326031956,65855
35,New Mexico,NM,2022,1068850681,110097212,1057081691,352398752,70189
35,New Mexico,NM,2023,1493456440,237891840,1181439833,231107117,73111
35,New Mexico,NM,2024,1396912200,264180601,1014010184,234067668,73343
36,New York,NY,2001,3242034624,542704105,2774257559,1294052432,449959
36,New York,NY,2002,3360520525,563302000,2883886362,1345769328,463185
36,New York,NY,2003,3497776487,577650000,3020659581,1414803263,483417
36,New York,NY,2004,3315034829,706488000,2710462270,1779004680,489756
36,New York,NY,2005,3826466335,874983000,3091322221,1782286506,498039
36,New York,NY,2006,4149285333,875633486,3404896286,1827338578,500659
36,New York,NY,2007,4569391184,835309916,3872118055,1899290031,508911
36,New York,NY,2008,4854527932,803910000,4189015166,1987509682,526539
36,New York,NY,2009,5174351842,834819000,4505962144,2156691362,549718
36,New York,NY,2010,5144258636,916883000,4250860464,2389185067,572378
36,New York,NY,2011,5237792624,870863000,4342754047,2480299392,578830
36,New York,NY,2012,4854134187,943850000,4177366854,2634627928,576389
36,New York,NY,2013,5111538235,942019000,4436660093,2795146195,571693
36,New York,NY,2014,5306812959,942776260,4643421144,2973033601,568654
36,New York,NY,2015,5529283919,981844506,4997975042,3133439662,566620
36,New York,NY,2016,5602512841,971397922,5101439888,3323391026,556311
36,New York,NY,2017,5735129034,957258000,5337896632,3338559762,549948
36,New York,NY,2018,5960109037,1024931089,5578757069,3182916184,547033
36,New York,NY,2019,6114537039,1016424602,5802860723,3239313034,537979
36,New York,NY,2020,6139710400,981213761,5874693898,3228620321,525589
36,New York,NY,2021,5736403989,841757536,5616037239,2925253729,494691
36,New York,NY,2022,5853235162,840553007,5749919963,2886655824,455844
36,New York,NY,2023,6163238858,786985187,6204207498,3113196828,446341
36,New York,NY,2024,6737535760,806285761,6737217464,3123406765,456600
37,North Carolina,NC,2001,2398489000,151034000,1929910000,461343000,266217
37,North Carolina,NC,2002,2442690000,183775000,1956363000,551352000,286494
37,North Carolina,NC,2003,2449659000,143003000,2019460446,583577000,302159
37,North Carolina,NC,2004,2474773000,176577000,2017354000,695711000,315159
37,North Carolina,NC,2005,2780767364,224434414,2152570018,745665011,339034
37,North Carolina,NC,2006,3062511308,164416070,2474521837,867683333,338644
37,North Carolina,NC,2007,3466352712,189759399,2813489192,895392495,344056
37,North Carolina,NC,2008,3837233489,211833189,3091047541,945274969,357601
37,North Carolina,NC,2009,3709737250,248892679,2818321172,976787379,385792
37,North Carolina,NC,2010,3753464917,249445010,2877782490,1039783949,420956
37,North Carolina,NC,2011,3780946745,281588884,2900943843,1131856850,425779
37,North Carolina,NC,2012,3578659248,234355612,2935449751,1364324421,412349
37,North Carolina,NC,2013,3751478952,246538112,3084990242,1461468911,410622
37,North Carolina,NC,2014,3625292891,237136515,3003779050,1565906417,402199
37,North Carolina,NC,2015,3668065220,244502615,3036507685,1621511159,391990
37,North Carolina,NC,2016,3829383471,254203734,3189886443,1737277650,388322
37,North Carolina,NC,2017,3987770834,311793526,3291417460,1805779020,389604
37,North Carolina,NC,2018,4044470978,251602103,3396870004,1853853257,392138
37,North Carolina,NC,2019,4263135610,258268070,3579687223,1844842862,393922
37,North Carolina,NC,2020,4292764908,258083401,3629788133,1807267513,403093
37,North Carolina,NC,2021,4383144042,257073084,3626969186,1771604290,392374
37,North Carolina,NC,2022,4795676976,269081409,4068178761,1847142758,390900
37,North Carolina,NC,2023,5035561394,287326711,4264518698,1840436469,393774
37,North Carolina,NC,2024,5402183757,291051641,4606086596,1929329847,409585
38,North Dakota,ND,2001,185659323,1130837,145159106,99066007,31922
38,North Dakota,ND,2002,201497115,1417764,157354695,90077588,33249
38,North Dakota,ND,2003,203801000,1864031,159618969,106728157,34667
38,North Dakota,ND,2004,200430000,1755766,155832234,142580341,35322
38,North Dakota,ND,2005,201545000,1806280,156875720,170996936,34629
38,North Dakota,ND,2006,215031000,1863731,166585269,191056715,34302
38,North Dakota,ND,2007,215719000,2238203,166884797,205978706,33905
38,North Dakota,ND,2008,253901000,3690837,196299163,212695156,34955
38,North Dakota,ND,2009,253901000,3634348,196355652,230815574,36408
38,North Dakota,ND,2010,311677000,9448564,237963436,234927459,37716
38,North Dakota,ND,2011,311678000,12198435,235214565,241030434,37915
38,North Dakota,ND,2012,343964303,13444569,257616734,256395406,37503
38,North Dakota,ND,2013,343805783,15863296,255039487,263864824,37122
38,North Dakota,ND,2014,409693640,16446180,307449460,271820562,36927
38,North Dakota,ND,2015,409693640,15960069,305584976,276730327,36801
38,North Dakota,ND,2016,405723652,18743506,291824309,285595025,36165
38,North Dakota,ND,2017,419650340,18788188,304780420,296601267,35743
38,North Dakota,ND,2018,358491256,18541311,259903281,301991284,34969
38,North Dakota,ND,2019,358491256,18051963,260392629,301382893,33781
38,North Dakota,ND,2020,379613257,20411819,268573400,303973086,32660
38,North Dakota,ND,2021,383582044,20572909,268412310,334910751,31900
38,North Dakota,ND,2022,391868275,22466141,274671396,338550480,31822
38,North Dakota,ND,2023,391393275,22346850,274790687,343467045,32160
38,North Dakota,ND,2024,470036099,25611037,336710648,332121711,33418
39,Ohio,OH,2001,2172147806,98606726,1812559177,1295401171,337379
39,Ohio,OH,2002,2075801500,112263719,1712618205,1444867695,353571
39,Ohio,OH,2003,2064474127,177027376,1678239368,1560751676,352538
39,Ohio,OH,2004,2071649135,176891714,1701896963,1719801313,360835
39,Ohio,OH,2005,2102153594,194357565,1706002335,1894058371,381073
39,Ohio,OH,2006,2142242026,189396015,1755035952,2040646250,363598
39,Ohio,OH,2007,2208183856,240334653,1769615138,2229312108,366629
39,Ohio,OH,2008,2288294736,256102035,1830365953,2269813777,375932
39,Ohio,OH,2009,2474062613,282836739,1977612398,2338946820,391546
39,Ohio,OH,2010,2277951986,108637911,1696109417,2606164053,447494
39,Ohio,OH,2011,2282711269,110020516,1707495831,2744416423,460747
39,Ohio,OH,2012,2013731126,108594126,1748868719,2979346316,423509
39,Ohio,OH,2013,2050123177,121864953,1650579506,3019540212,400796
39,Ohio,OH,2014,2104931061,117483937,1715375305,3033417583,401856
39,Ohio,OH,2015,2133970812,127927608,1944683507,3075911250,393845
39,Ohio,OH,2016,2226256398,132017729,2041986152,3090883426,388777
39,Ohio,OH,2017,2303647976,129261584,2107002182,3110142112,390840
39,Ohio,OH,2018,2300904761,141348575,2118502382,3418060750,387109
39,Ohio,OH,2019,2297931327,144321950,2107467056,3175041731,386451
39,Ohio,OH,2020,2288749931,159094803,2082069419,3314484296,385027
39,Ohio,OH,2021,2685042555,154767285,2176189724,3207302389,374222
39,Ohio,OH,2022,2448061074,167263295,2202148697,3148053361,368517
39,Ohio,OH,2023,2466603626,177517984,2225727445,3192049855,349053
39,Ohio,OH,2024,2598506036,244055004,2293765202,3289593182,341812
40,Oklahoma,OK,2001,837480903,26523992,687721808,192938712,121111
40,Oklahoma,OK,2002,824243012,33122441,665052646,140083644,128530
40,Oklahoma,OK,2003,838136140,37051498,683555180,228784278,128005
40,Oklahoma,OK,2004,765570476,42043290,611986410,289584404,133393
40,Oklahoma,OK,2005,787076396,48621662,621269910,340807791,136424
40,Oklahoma,OK,2006,890540061,64688477,702952112,379321805,134940
40,Oklahoma,OK,2007,1033365199,80405171,811476017,399399976,132093
40,Oklahoma,OK,2008,1098881179,94559740,854827829,432894102,131191
40,Oklahoma,OK,2009,1078158766,102352909,828996085,487360168,127058
40,Oklahoma,OK,2010,1189774282,102338107,865974258,491708038,142024
40,Oklahoma,OK,2011,1143222958,104749561,836095067,544525158,150171
40,Oklahoma,OK,2012,1042592350,109228710,801071138,591943835,146518
40,Oklahoma,OK,2013,1044735666,109338232,802147841,644369783,144138
40,Oklahoma,OK,2014,1053566920,105107894,818171577,689429761,145401
40,Oklahoma,OK,2015,1054794860,109801373,817485053,719148935,136311
40,Oklahoma,OK,2016,986345547,108717993,768888010,752620259,134960
40,Oklahoma,OK,2017,931004515,109990152,724222212,811893616,133682
40,Oklahoma,OK,2018,898526487,113843788,692309776,853920705,131083
40,Oklahoma,OK,2019,908516745,113426783,709086226,906560487,128845
40,Oklahoma,OK,2020,939917258,112387629,731127321,951467871,126370
